net,length_um
mem_wdata[32],8.96µm
mem_wdata[37],8.96µm
mem_wdata[41],8.96µm
mem_wdata[58],8.96µm
tag_array.tag1\[6\]\[1\],8.96µm
net313,8.96µm
_00844_,8.955µm
data_array.data0\[15\]\[22\],8.955µm
data_array.data0\[7\]\[13\],8.955µm
_00231_,8.945µm
_00291_,8.945µm
_00956_,8.945µm
_01603_,8.945µm
_01806_,8.945µm
_02563_,8.945µm
_03862_,8.94µm
_04035_,8.94µm
_04883_,8.94µm
_05129_,8.94µm
_05447_,8.94µm
data_array.data0\[10\]\[4\],8.94µm
data_array.data0\[5\]\[25\],8.94µm
net4296,8.94µm
_04453_,8.92µm
data_array.data1\[4\]\[26\],8.92µm
net264,8.92µm
net3448,8.92µm
_01303_,8.905µm
_01661_,8.905µm
_01976_,8.905µm
_02428_,8.905µm
_02465_,8.905µm
_03067_,8.905µm
tag_array.tag1\[3\]\[5\],8.905µm
_03350_,8.9µm
_04526_,8.9µm
_04593_,8.9µm
_04926_,8.9µm
_05125_,8.9µm
_05321_,8.9µm
data_array.data0\[2\]\[9\],8.9µm
data_array.data0\[4\]\[41\],8.9µm
data_array.data1\[0\]\[56\],8.9µm
data_array.data1\[13\]\[32\],8.9µm
data_array.data1\[14\]\[62\],8.9µm
data_array.data1\[1\]\[21\],8.9µm
data_array.rdata0\[32\],8.9µm
data_array.rdata0\[33\],8.9µm
data_array.rdata1\[36\],8.9µm
tag_array.tag0\[13\]\[2\],8.9µm
tag_array.tag0\[14\]\[9\],8.9µm
tag_array.tag1\[6\]\[14\],8.9µm
net3640,8.9µm
net4069,8.9µm
net4104,8.9µm
net4592,8.9µm
_00817_,8.88µm
data_array.data0\[10\]\[6\],8.88µm
data_array.data0\[11\]\[63\],8.88µm
data_array.data0\[14\]\[10\],8.88µm
data_array.data0\[1\]\[50\],8.88µm
data_array.data0\[3\]\[38\],8.88µm
data_array.data1\[5\]\[47\],8.88µm
tag_array.tag0\[14\]\[17\],8.88µm
data_array.data0\[15\]\[37\],8.875µm
data_array.data1\[15\]\[37\],8.875µm
_01439_,8.865µm
_01642_,8.865µm
_01886_,8.865µm
_03465_,8.86µm
_03603_,8.86µm
_03604_,8.86µm
_03824_,8.86µm
_04267_,8.86µm
_04443_,8.86µm
_04992_,8.86µm
_05469_,8.86µm
tag_array.tag0\[5\]\[13\],8.86µm
net241,8.86µm
net295,8.86µm
cpu_rdata[26],8.84µm
cpu_rdata[32],8.84µm
data_array.data0\[3\]\[27\],8.84µm
data_array.data1\[7\]\[29\],8.84µm
net2457,8.84µm
_00424_,8.825µm
_01606_,8.825µm
data_array.data0\[3\]\[37\],8.825µm
_00188_,8.82µm
_03469_,8.82µm
data_array.data0\[9\]\[38\],8.82µm
tag_array.tag0\[12\]\[12\],8.82µm
tag_array.tag0\[6\]\[3\],8.82µm
tag_array.tag1\[14\]\[13\],8.82µm
net4297,8.82µm
net4354,8.82µm
_04524_,8.8µm
_04852_,8.8µm
data_array.data1\[9\]\[26\],8.8µm
net2706,8.8µm
net4436,8.8µm
net4484,8.8µm
net4536,8.8µm
_00610_,8.795µm
_00652_,8.795µm
tag_array.tag0\[7\]\[19\],8.795µm
tag_array.tag1\[15\]\[23\],8.795µm
_02076_,8.785µm
_03057_,8.785µm
data_array.data0\[15\]\[28\],8.785µm
_00462_,8.78µm
data_array.data0\[4\]\[46\],8.78µm
data_array.data0\[5\]\[36\],8.78µm
data_array.data0\[5\]\[7\],8.78µm
data_array.data0\[8\]\[28\],8.78µm
data_array.data0\[8\]\[37\],8.78µm
data_array.data1\[13\]\[59\],8.78µm
data_array.data1\[1\]\[9\],8.78µm
data_array.data1\[2\]\[44\],8.78µm
data_array.data1\[5\]\[36\],8.78µm
tag_array.tag0\[14\]\[4\],8.78µm
tag_array.tag0\[2\]\[16\],8.78µm
tag_array.tag0\[8\]\[22\],8.78µm
tag_array.tag1\[14\]\[23\],8.78µm
net129,8.78µm
net221,8.78µm
_01879_,8.775µm
tag_array.tag0\[3\]\[17\],8.775µm
_00691_,8.765µm
_00812_,8.765µm
_01302_,8.765µm
_01568_,8.765µm
_01584_,8.765µm
_01868_,8.765µm
_02809_,8.765µm
_01435_,8.76µm
_01852_,8.76µm
data_array.data0\[2\]\[28\],8.76µm
data_array.data1\[0\]\[52\],8.76µm
net78,8.76µm
net3114,8.76µm
net3502,8.76µm
net3641,8.76µm
net3889,8.76µm
net4042,8.76µm
net4086,8.76µm
net4112,8.76µm
net4252,8.76µm
net4392,8.76µm
_04323_,8.74µm
_04871_,8.74µm
data_array.data1\[3\]\[38\],8.74µm
tag_array.dirty0\[11\],8.74µm
net2196,8.74µm
net2693,8.74µm
mem_addr[5],8.73µm
_00390_,8.725µm
_02023_,8.725µm
_02088_,8.725µm
_02259_,8.725µm
cpu_wdata[13],8.72µm
cpu_wdata[21],8.72µm
cpu_wdata[25],8.72µm
cpu_wdata[27],8.72µm
cpu_wdata[37],8.72µm
cpu_wdata[41],8.72µm
cpu_wdata[52],8.72µm
cpu_wdata[58],8.72µm
cpu_wdata[5],8.72µm
cpu_wdata[63],8.72µm
cpu_write,8.72µm
mem_rdata[16],8.72µm
mem_rdata[1],8.72µm
mem_rdata[23],8.72µm
mem_rdata[25],8.72µm
mem_rdata[35],8.72µm
mem_rdata[37],8.72µm
mem_rdata[41],8.72µm
mem_rdata[46],8.72µm
mem_rdata[50],8.72µm
mem_rdata[54],8.72µm
mem_rdata[5],8.72µm
mem_rdata[61],8.72µm
mem_rdata[6],8.72µm
net2086,8.72µm
net4311,8.72µm
data_array.data1\[11\]\[24\],8.705µm
data_array.data1\[11\]\[49\],8.705µm
_03220_,8.7µm
_05244_,8.7µm
data_array.data1\[4\]\[5\],8.7µm
tag_array.tag0\[0\]\[15\],8.7µm
net127,8.7µm
_04119_,8.68µm
_04299_,8.68µm
data_array.data0\[13\]\[8\],8.68µm
data_array.data0\[9\]\[18\],8.68µm
data_array.data1\[9\]\[7\],8.68µm
tag_array.tag1\[1\]\[0\],8.68µm
_02490_,8.665µm
data_array.data0\[3\]\[22\],8.665µm
data_array.data1\[3\]\[26\],8.665µm
data_array.data0\[0\]\[1\],8.66µm
data_array.data0\[0\]\[38\],8.66µm
data_array.data0\[12\]\[2\],8.66µm
data_array.data0\[4\]\[18\],8.66µm
data_array.data0\[9\]\[17\],8.66µm
data_array.data1\[0\]\[47\],8.66µm
data_array.data1\[12\]\[39\],8.66µm
data_array.data1\[12\]\[4\],8.66µm
data_array.data1\[14\]\[16\],8.66µm
data_array.data1\[6\]\[7\],8.66µm
tag_array.tag1\[4\]\[19\],8.66µm
_03650_,8.64µm
_05141_,8.64µm
data_array.data0\[12\]\[61\],8.64µm
data_array.data1\[11\]\[3\],8.64µm
data_array.rdata1\[9\],8.64µm
net2384,8.64µm
net2828,8.64µm
net4505,8.64µm
_01972_,8.635µm
_04830_,8.62µm
_04951_,8.62µm
_05231_,8.62µm
_05240_,8.62µm
data_array.data0\[15\]\[7\],8.62µm
tag_array.tag1\[2\]\[17\],8.62µm
net1794,8.62µm
net2771,8.62µm
net3451,8.62µm
cpu_addr[25],8.61µm
data_array.data1\[1\]\[53\],8.61µm
_00679_,8.605µm
_00741_,8.605µm
_02356_,8.605µm
_03553_,8.6µm
_03634_,8.6µm
_03645_,8.6µm
_03908_,8.6µm
_04262_,8.6µm
_04725_,8.6µm
_05425_,8.6µm
_05470_,8.6µm
net165,8.6µm
net2511,8.6µm
net2891,8.6µm
cpu_addr[6],8.59µm
mem_addr[31],8.59µm
_02370_,8.585µm
data_array.data0\[1\]\[17\],8.58µm
data_array.data0\[6\]\[13\],8.58µm
tag_array.tag0\[4\]\[15\],8.58µm
net175,8.58µm
data_array.data0\[0\]\[59\],8.575µm
_04007_,8.56µm
_04374_,8.56µm
_04666_,8.56µm
_04782_,8.56µm
_04803_,8.56µm
_04968_,8.56µm
_05155_,8.56µm
_05483_,8.56µm
data_array.data0\[12\]\[4\],8.56µm
data_array.data0\[4\]\[28\],8.56µm
data_array.data1\[0\]\[16\],8.56µm
data_array.data1\[2\]\[62\],8.56µm
data_array.data1\[8\]\[39\],8.56µm
data_array.rdata0\[55\],8.56µm
tag_array.tag0\[6\]\[9\],8.56µm
tag_array.tag1\[0\]\[15\],8.56µm
tag_array.tag1\[14\]\[9\],8.56µm
tag_array.tag1\[1\]\[20\],8.56µm
net1652,8.56µm
net1719,8.56µm
net2976,8.56µm
net3326,8.56µm
net3410,8.56µm
net3731,8.56µm
net3915,8.56µm
net3964,8.56µm
net4065,8.56µm
net4332,8.56µm
tag_array.tag1\[7\]\[12\],8.555µm
_01968_,8.545µm
data_array.data0\[15\]\[10\],8.54µm
data_array.data0\[15\]\[47\],8.535µm
_00309_,8.525µm
_00380_,8.525µm
_00396_,8.525µm
_00566_,8.525µm
_01003_,8.525µm
_01378_,8.525µm
_01614_,8.525µm
_01630_,8.525µm
_01641_,8.525µm
_02154_,8.525µm
_02192_,8.525µm
_03459_,8.52µm
_04384_,8.52µm
_05064_,8.52µm
_05274_,8.52µm
data_array.data0\[10\]\[18\],8.52µm
data_array.data0\[2\]\[48\],8.52µm
data_array.rdata1\[5\],8.52µm
tag_array.tag1\[10\]\[6\],8.52µm
net2126,8.52µm
net2466,8.52µm
net3989,8.52µm
_03678_,8.5µm
_03794_,8.5µm
_03906_,8.5µm
_03946_,8.5µm
_04026_,8.5µm
_04724_,8.5µm
_04788_,8.5µm
_05074_,8.5µm
data_array.data0\[3\]\[9\],8.5µm
data_array.data0\[5\]\[29\],8.5µm
data_array.data1\[7\]\[15\],8.5µm
mem_wdata[16],8.5µm
mem_wdata[21],8.5µm
mem_wdata[27],8.5µm
mem_wdata[35],8.5µm
mem_wdata[46],8.5µm
mem_wdata[5],8.5µm
mem_wdata[61],8.5µm
mem_wdata[63],8.5µm
tag_array.tag0\[5\]\[4\],8.5µm
_01029_,8.485µm
_01048_,8.485µm
_02172_,8.485µm
_03328_,8.48µm
_03532_,8.48µm
_03749_,8.48µm
_03793_,8.48µm
_04328_,8.48µm
_04879_,8.48µm
_05344_,8.48µm
data_array.data0\[10\]\[15\],8.48µm
data_array.data0\[1\]\[8\],8.48µm
data_array.data1\[0\]\[20\],8.48µm
data_array.data1\[12\]\[1\],8.48µm
data_array.data1\[1\]\[7\],8.48µm
data_array.data1\[4\]\[47\],8.48µm
data_array.data1\[8\]\[5\],8.48µm
data_array.data1\[9\]\[32\],8.48µm
data_array.rdata1\[44\],8.48µm
net1775,8.48µm
net4412,8.48µm
_02517_,8.475µm
cpu_rdata[3],8.47µm
mem_wdata[59],8.47µm
_01360_,8.465µm
tag_array.tag0\[3\]\[2\],8.465µm
_03857_,8.46µm
data_array.data0\[14\]\[44\],8.46µm
data_array.data0\[9\]\[11\],8.46µm
data_array.data1\[0\]\[42\],8.46µm
data_array.data1\[13\]\[63\],8.46µm
_00212_,8.445µm
_02404_,8.445µm
_02812_,8.445µm
data_array.data0\[15\]\[15\],8.445µm
data_array.data0\[15\]\[40\],8.445µm
_03216_,8.44µm
_04156_,8.44µm
_04488_,8.44µm
_04493_,8.44µm
_04632_,8.44µm
_04984_,8.44µm
_05033_,8.44µm
_05063_,8.44µm
_05151_,8.44µm
data_array.data0\[10\]\[10\],8.44µm
data_array.data0\[13\]\[13\],8.44µm
data_array.data0\[3\]\[29\],8.44µm
data_array.data0\[4\]\[8\],8.44µm
data_array.data1\[13\]\[36\],8.44µm
data_array.data1\[2\]\[49\],8.44µm
data_array.data1\[9\]\[47\],8.44µm
data_array.rdata0\[52\],8.44µm
data_array.rdata1\[57\],8.44µm
tag_array.tag0\[13\]\[1\],8.44µm
tag_array.tag1\[0\]\[11\],8.44µm
tag_array.tag1\[14\]\[17\],8.44µm
tag_array.tag1\[5\]\[16\],8.44µm
net135,8.44µm
net2155,8.44µm
net3688,8.44µm
_03573_,8.42µm
_04613_,8.42µm
_04694_,8.42µm
data_array.data1\[1\]\[38\],8.42µm
data_array.rdata1\[30\],8.42µm
data_array.data0\[7\]\[49\],8.415µm
tag_array.tag0\[7\]\[7\],8.415µm
_00600_,8.405µm
_00621_,8.405µm
_00919_,8.405µm
_02885_,8.405µm
_03122_,8.405µm
_03349_,8.4µm
_03606_,8.4µm
_03718_,8.4µm
_04902_,8.4µm
_05204_,8.4µm
_05292_,8.4µm
data_array.data1\[13\]\[29\],8.4µm
tag_array.tag0\[9\]\[5\],8.4µm
net240,8.4µm
net2748,8.4µm
cpu_wdata[53],8.39µm
cpu_wdata[59],8.39µm
_02113_,8.385µm
data_array.data1\[5\]\[10\],8.38µm
data_array.data1\[5\]\[63\],8.38µm
tag_array.tag0\[11\]\[23\],8.38µm
net1825,8.38µm
net1978,8.38µm
net4200,8.38µm
_02249_,8.365µm
_02973_,8.365µm
data_array.data1\[15\]\[20\],8.365µm
data_array.data1\[3\]\[10\],8.365µm
tag_array.tag1\[11\]\[2\],8.365µm
_03375_,8.36µm
_03466_,8.36µm
data_array.data0\[12\]\[29\],8.36µm
data_array.data0\[5\]\[30\],8.36µm
data_array.data0\[6\]\[32\],8.36µm
data_array.data0\[6\]\[36\],8.36µm
data_array.data0\[6\]\[7\],8.36µm
_00271_,8.355µm
mem_rdata[9],8.35µm
tag_array.tag0\[11\]\[2\],8.345µm
data_array.data1\[10\]\[21\],8.34µm
data_array.data1\[14\]\[13\],8.34µm
tag_array.tag0\[12\]\[6\],8.34µm
net52,8.34µm
net3164,8.34µm
net3873,8.34µm
net4365,8.34µm
net4416,8.34µm
data_array.data1\[3\]\[18\],8.335µm
_01479_,8.325µm
data_array.data0\[11\]\[49\],8.325µm
data_array.data0\[7\]\[11\],8.325µm
data_array.data0\[7\]\[22\],8.325µm
data_array.data1\[7\]\[43\],8.325µm
_04426_,8.32µm
data_array.data0\[10\]\[50\],8.32µm
data_array.data0\[2\]\[21\],8.32µm
data_array.data1\[2\]\[63\],8.32µm
data_array.rdata0\[27\],8.32µm
tag_array.tag0\[12\]\[10\],8.32µm
tag_array.tag0\[9\]\[22\],8.32µm
net113,8.32µm
data_array.data1\[11\]\[26\],8.315µm
data_array.data0\[7\]\[60\],8.31µm
_00275_,8.305µm
_01080_,8.305µm
_01316_,8.305µm
_01444_,8.305µm
_01839_,8.305µm
_02438_,8.305µm
_02840_,8.305µm
_02874_,8.305µm
_02913_,8.305µm
_03107_,8.305µm
_04797_,8.3µm
net75,8.3µm
net2312,8.3µm
net3239,8.3µm
net3613,8.3µm
net3632,8.3µm
net3734,8.3µm
net3820,8.3µm
net3902,8.3µm
net3958,8.3µm
net3997,8.3µm
net4013,8.3µm
net4031,8.3µm
net4111,8.3µm
net4417,8.3µm
_02218_,8.285µm
_02394_,8.285µm
_03073_,8.285µm
_03564_,8.28µm
_04283_,8.28µm
_05464_,8.28µm
data_array.data0\[3\]\[8\],8.28µm
data_array.data1\[3\]\[2\],8.28µm
net2852,8.28µm
net2858,8.28µm
_00470_,8.265µm
_01291_,8.265µm
_01305_,8.265µm
_01578_,8.265µm
_01656_,8.265µm
_01672_,8.265µm
_01759_,8.265µm
_02082_,8.265µm
_02085_,8.265µm
_02089_,8.265µm
_02881_,8.265µm
_04721_,8.26µm
cpu_wdata[50],8.26µm
data_array.data0\[10\]\[9\],8.26µm
mem_rdata[17],8.26µm
tag_array.tag1\[2\]\[18\],8.26µm
net1908,8.26µm
net2589,8.26µm
net3883,8.26µm
mem_addr[28],8.25µm
data_array.data0\[3\]\[16\],8.245µm
data_array.data1\[3\]\[13\],8.245µm
_05568_,8.24µm
data_array.data0\[12\]\[23\],8.24µm
data_array.data0\[12\]\[25\],8.24µm
data_array.data0\[13\]\[12\],8.24µm
data_array.data0\[14\]\[46\],8.24µm
data_array.data0\[14\]\[9\],8.24µm
data_array.data1\[5\]\[56\],8.24µm
tag_array.tag1\[12\]\[7\],8.24µm
tag_array.tag1\[4\]\[0\],8.24µm
_00541_,8.235µm
_00542_,8.225µm
_01094_,8.225µm
_02311_,8.225µm
_02405_,8.225µm
tag_array.tag1\[3\]\[20\],8.225µm
_03388_,8.22µm
_04779_,8.22µm
data_array.data0\[9\]\[35\],8.22µm
net2962,8.22µm
net4244,8.22µm
net4368,8.22µm
_00337_,8.205µm
_01442_,8.205µm
_02033_,8.205µm
_02506_,8.205µm
data_array.data0\[11\]\[31\],8.205µm
data_array.data0\[15\]\[4\],8.205µm
_04906_,8.2µm
data_array.data0\[14\]\[48\],8.2µm
data_array.data0\[4\]\[3\],8.2µm
data_array.data0\[5\]\[26\],8.2µm
data_array.data1\[0\]\[39\],8.2µm
data_array.data1\[10\]\[59\],8.2µm
data_array.data1\[12\]\[19\],8.2µm
data_array.data1\[12\]\[27\],8.2µm
data_array.rdata1\[42\],8.2µm
tag_array.dirty1\[10\],8.2µm
tag_array.tag0\[11\]\[1\],8.2µm
_02656_,8.185µm
_03048_,8.185µm
_05079_,8.18µm
net4526,8.18µm
_02316_,8.175µm
_00622_,8.165µm
_01894_,8.165µm
_03757_,8.16µm
data_array.data0\[8\]\[31\],8.16µm
data_array.data1\[15\]\[21\],8.16µm
_01020_,8.155µm
_01766_,8.145µm
_03403_,8.14µm
_03898_,8.14µm
_04178_,8.14µm
_04338_,8.14µm
_04388_,8.14µm
_04774_,8.14µm
_05213_,8.14µm
_05223_,8.14µm
_05392_,8.14µm
net3137,8.14µm
net4205,8.14µm
tag_array.tag1\[7\]\[24\],8.125µm
net1796,8.12µm
_01468_,8.115µm
_01732_,8.115µm
_05085_,8.1µm
_05255_,8.1µm
data_array.data0\[10\]\[31\],8.1µm
data_array.data0\[9\]\[29\],8.1µm
data_array.data1\[0\]\[21\],8.1µm
tag_array.tag0\[2\]\[21\],8.1µm
tag_array.tag0\[2\]\[5\],8.1µm
tag_array.tag1\[10\]\[11\],8.1µm
net144,8.1µm
net3679,8.1µm
_04227_,8.08µm
data_array.data1\[11\]\[5\],8.08µm
data_array.data1\[15\]\[18\],8.08µm
data_array.data1\[15\]\[49\],8.075µm
_03171_,8.07µm
_00525_,8.065µm
_01270_,8.065µm
_01464_,8.065µm
_01662_,8.065µm
_01714_,8.065µm
_01979_,8.065µm
_01984_,8.065µm
_02468_,8.065µm
_02648_,8.065µm
_00184_,8.06µm
_03436_,8.06µm
_03602_,8.06µm
_04103_,8.06µm
_04352_,8.06µm
_04366_,8.06µm
_04436_,8.06µm
_04444_,8.06µm
data_array.data1\[10\]\[24\],8.06µm
tag_array.tag1\[11\]\[16\],8.06µm
net4076,8.06µm
net4207,8.06µm
net4253,8.06µm
mem_rdata[51],8.05µm
mem_rdata[56],8.05µm
data_array.data1\[3\]\[44\],8.045µm
_04394_,8.04µm
_04507_,8.04µm
_04706_,8.04µm
_05529_,8.04µm
cpu_rdata[17],8.04µm
cpu_rdata[2],8.04µm
data_array.data0\[7\]\[30\],8.04µm
tag_array.tag0\[15\]\[1\],8.04µm
_00481_,8.025µm
_00533_,8.025µm
_00827_,8.025µm
_00868_,8.025µm
_01930_,8.025µm
_02015_,8.025µm
_02829_,8.025µm
_03214_,8.02µm
_03374_,8.02µm
_03708_,8.02µm
_03825_,8.02µm
_04812_,8.02µm
_05116_,8.02µm
data_array.data0\[14\]\[7\],8.02µm
data_array.data1\[14\]\[35\],8.02µm
data_array.data1\[1\]\[20\],8.02µm
data_array.data1\[1\]\[41\],8.02µm
data_array.data1\[2\]\[48\],8.02µm
data_array.data1\[6\]\[57\],8.02µm
data_array.data1\[8\]\[50\],8.02µm
data_array.data1\[8\]\[54\],8.02µm
tag_array.tag1\[0\]\[0\],8.02µm
tag_array.tag1\[13\]\[19\],8.02µm
tag_array.tag1\[2\]\[12\],8.02µm
net4105,8.02µm
mem_rdata[18],8.01µm
_01218_,8.005µm
_01546_,8.005µm
_05326_,8µm
data_array.data0\[1\]\[61\],8µm
data_array.data0\[2\]\[17\],8µm
tag_array.tag1\[1\]\[14\],8µm
_00864_,7.985µm
_03305_,7.98µm
_03476_,7.98µm
_04014_,7.98µm
_04459_,7.98µm
_05052_,7.98µm
_05118_,7.98µm
data_array.data0\[10\]\[52\],7.98µm
data_array.data0\[12\]\[53\],7.98µm
data_array.data0\[2\]\[37\],7.98µm
data_array.data0\[5\]\[33\],7.98µm
data_array.data0\[6\]\[16\],7.98µm
data_array.data0\[8\]\[5\],7.98µm
data_array.data0\[9\]\[33\],7.98µm
data_array.data0\[9\]\[42\],7.98µm
data_array.data1\[0\]\[59\],7.98µm
data_array.data1\[10\]\[15\],7.98µm
data_array.data1\[14\]\[21\],7.98µm
data_array.data1\[1\]\[10\],7.98µm
data_array.data1\[1\]\[43\],7.98µm
data_array.data1\[5\]\[49\],7.98µm
data_array.data1\[6\]\[34\],7.98µm
data_array.data1\[8\]\[46\],7.98µm
data_array.data1\[9\]\[60\],7.98µm
tag_array.tag0\[0\]\[6\],7.98µm
tag_array.tag1\[10\]\[0\],7.98µm
tag_array.tag1\[12\]\[16\],7.98µm
tag_array.tag1\[9\]\[2\],7.98µm
net310,7.98µm
net2121,7.98µm
net3302,7.98µm
net3945,7.98µm
net4260,7.98µm
data_array.data1\[6\]\[22\],7.96µm
data_array.rdata1\[23\],7.96µm
_01236_,7.945µm
_02943_,7.945µm
_03137_,7.94µm
_03357_,7.94µm
_03928_,7.94µm
_04300_,7.94µm
_04407_,7.94µm
_04615_,7.94µm
_04853_,7.94µm
_05133_,7.94µm
_05169_,7.94µm
tag_array.valid1\[2\],7.94µm
net190,7.94µm
net312,7.94µm
net2623,7.94µm
net2734,7.94µm
net2740,7.94µm
net2945,7.94µm
cpu_addr[31],7.93µm
_01497_,7.925µm
data_array.data1\[11\]\[50\],7.925µm
_03376_,7.92µm
data_array.data0\[7\]\[7\],7.92µm
net1829,7.92µm
net1894,7.92µm
_00234_,7.905µm
_00318_,7.905µm
_01563_,7.905µm
_01816_,7.905µm
data_array.data1\[7\]\[40\],7.905µm
_04279_,7.9µm
_05352_,7.9µm
data_array.data0\[13\]\[20\],7.9µm
data_array.data0\[13\]\[58\],7.9µm
data_array.data0\[1\]\[25\],7.9µm
data_array.data1\[12\]\[37\],7.9µm
data_array.data1\[14\]\[42\],7.9µm
data_array.data1\[1\]\[48\],7.9µm
tag_array.tag1\[14\]\[21\],7.9µm
net2732,7.9µm
_02939_,7.885µm
_03832_,7.88µm
_04599_,7.88µm
net69,7.88µm
net3275,7.88µm
net3882,7.88µm
data_array.data0\[11\]\[44\],7.875µm
data_array.data1\[7\]\[53\],7.875µm
_00308_,7.865µm
_03817_,7.86µm
_04769_,7.86µm
data_array.data0\[10\]\[24\],7.86µm
data_array.data0\[14\]\[11\],7.86µm
data_array.data0\[4\]\[19\],7.86µm
data_array.data0\[9\]\[41\],7.86µm
data_array.data1\[10\]\[27\],7.86µm
data_array.data1\[14\]\[25\],7.86µm
data_array.data1\[8\]\[32\],7.86µm
net4057,7.86µm
data_array.data0\[3\]\[39\],7.855µm
tag_array.tag0\[3\]\[11\],7.855µm
_01814_,7.845µm
_02079_,7.845µm
_02243_,7.845µm
_02395_,7.845µm
_02686_,7.845µm
_02857_,7.845µm
net2179,7.84µm
net2442,7.84µm
net2500,7.84µm
net2528,7.84µm
net2964,7.84µm
net3795,7.84µm
net3880,7.84µm
net3942,7.84µm
net4169,7.84µm
net4220,7.84µm
net4027,7.82µm
net4360,7.82µm
net4585,7.82µm
tag_array.tag1\[3\]\[16\],7.815µm
cpu_rdata[9],7.81µm
_00199_,7.805µm
_00316_,7.805µm
_01207_,7.805µm
_02091_,7.805µm
_02240_,7.805µm
_03880_,7.8µm
_04529_,7.8µm
_04581_,7.8µm
data_array.data1\[13\]\[17\],7.8µm
net3453,7.8µm
_02879_,7.795µm
mem_wdata[43],7.79µm
mem_wdata[51],7.79µm
data_array.data0\[15\]\[35\],7.785µm
_03138_,7.78µm
_04776_,7.78µm
data_array.data0\[12\]\[45\],7.78µm
data_array.data0\[13\]\[50\],7.78µm
data_array.data0\[8\]\[60\],7.78µm
tag_array.tag0\[13\]\[12\],7.78µm
tag_array.tag0\[8\]\[4\],7.78µm
_00406_,7.765µm
_00703_,7.765µm
_01362_,7.765µm
_02489_,7.765µm
_04139_,7.76µm
_04509_,7.76µm
data_array.data1\[13\]\[20\],7.76µm
data_array.rdata0\[15\],7.76µm
data_array.rdata1\[38\],7.76µm
net2411,7.76µm
net4159,7.76µm
net4448,7.76µm
data_array.data0\[11\]\[19\],7.745µm
data_array.data0\[11\]\[7\],7.745µm
data_array.data0\[3\]\[63\],7.745µm
data_array.data1\[11\]\[21\],7.745µm
_03256_,7.74µm
data_array.data0\[0\]\[14\],7.74µm
data_array.data0\[4\]\[56\],7.74µm
data_array.data1\[4\]\[37\],7.74µm
data_array.data1\[8\]\[49\],7.74µm
tag_array.tag0\[11\]\[13\],7.735µm
_00393_,7.725µm
_01691_,7.725µm
_01929_,7.725µm
_02346_,7.725µm
_02838_,7.725µm
_03046_,7.725µm
_03382_,7.72µm
_04360_,7.72µm
_04591_,7.72µm
_03971_,7.7µm
data_array.data1\[15\]\[42\],7.7µm
data_array.data1\[3\]\[22\],7.7µm
net1990,7.7µm
data_array.data1\[12\]\[11\],7.69µm
_03976_,7.68µm
_04158_,7.68µm
_04793_,7.68µm
_04854_,7.68µm
data_array.data0\[13\]\[31\],7.68µm
data_array.data0\[15\]\[1\],7.68µm
data_array.data0\[4\]\[22\],7.68µm
data_array.rdata1\[41\],7.68µm
tag_array.tag0\[5\]\[2\],7.68µm
net2509,7.68µm
net3886,7.68µm
net4029,7.68µm
cpu_wdata[22],7.67µm
cpu_wdata[29],7.67µm
_02122_,7.665µm
data_array.data1\[4\]\[45\],7.66µm
data_array.data1\[5\]\[15\],7.66µm
tag_array.tag1\[1\]\[1\],7.66µm
net1656,7.66µm
data_array.data1\[3\]\[60\],7.645µm
_03335_,7.64µm
_03524_,7.64µm
_04088_,7.64µm
data_array.data0\[10\]\[21\],7.64µm
data_array.data0\[2\]\[10\],7.64µm
data_array.data1\[14\]\[11\],7.64µm
data_array.data1\[2\]\[15\],7.64µm
data_array.data1\[2\]\[19\],7.64µm
tag_array.tag1\[10\]\[21\],7.64µm
net284,7.64µm
net2887,7.64µm
net3173,7.64µm
net4345,7.64µm
net4352,7.64µm
tag_array.tag1\[11\]\[14\],7.635µm
data_array.data0\[10\]\[37\],7.62µm
data_array.data0\[4\]\[51\],7.62µm
data_array.data1\[1\]\[15\],7.62µm
data_array.data1\[1\]\[47\],7.62µm
data_array.data1\[2\]\[10\],7.62µm
tag_array.tag0\[9\]\[8\],7.62µm
mem_addr[8],7.61µm
_00221_,7.605µm
_00279_,7.605µm
_00528_,7.605µm
_00697_,7.605µm
_00875_,7.605µm
_01038_,7.605µm
_01261_,7.605µm
_01451_,7.605µm
_01508_,7.605µm
_01650_,7.605µm
_01675_,7.605µm
_01726_,7.605µm
_01846_,7.605µm
_01969_,7.605µm
_02409_,7.605µm
_02605_,7.605µm
_02754_,7.605µm
_02771_,7.605µm
_02892_,7.605µm
_02934_,7.605µm
_03535_,7.6µm
_03748_,7.6µm
_04084_,7.6µm
_05132_,7.6µm
_05453_,7.6µm
_05572_,7.6µm
tag_array.tag1\[2\]\[11\],7.6µm
net45,7.6µm
net56,7.6µm
net87,7.6µm
net2460,7.6µm
net3300,7.6µm
net4540,7.6µm
net4579,7.6µm
_02752_,7.595µm
cpu_addr[27],7.59µm
mem_addr[21],7.59µm
_03364_,7.58µm
_04858_,7.58µm
_04904_,7.58µm
_04959_,7.58µm
_05487_,7.58µm
_05525_,7.58µm
cpu_rdata[21],7.58µm
cpu_rdata[27],7.58µm
cpu_rdata[57],7.58µm
cpu_rdata[58],7.58µm
data_array.data0\[0\]\[21\],7.58µm
data_array.data0\[15\]\[42\],7.58µm
data_array.data0\[6\]\[4\],7.58µm
